source_file,row_number,issue_type,severity,business_key,details
趣维1-3月总数据.xlsx,2081,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|联环健康大药房旗舰店
趣维1-3月总数据.xlsx,2090,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/5ded8f420ae6ac41965e34779712335d447459.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2092,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/5ded8f420ae6ac41965e34779712335d447459.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2094,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|世锦康大药房旗舰店
趣维1-3月总数据.xlsx,2096,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|杭州瑞人堂大药房旗舰店
趣维1-3月总数据.xlsx,2097,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|妙算大药房旗舰店
趣维1-3月总数据.xlsx,2098,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|永春堂大药房旗舰店
趣维1-3月总数据.xlsx,2099,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|康喜药舍大药房旗舰店
趣维1-3月总数据.xlsx,2109,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|德胜大药房旗舰店
趣维1-3月总数据.xlsx,2124,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|陕西益寿康大药房旗舰店
趣维1-3月总数据.xlsx,2144,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|济宁福源大药房旗舰店
趣维1-3月总数据.xlsx,2155,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/458e4a9040fde73d8bf5838b5f458af2388767.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2156,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|佛山速康大药房旗舰店
趣维1-3月总数据.xlsx,2157,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/458e4a9040fde73d8bf5838b5f458af2388767.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2160,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|君顺大药房旗舰店
趣维1-3月总数据.xlsx,2164,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|臻妙康安大药房旗舰店
趣维1-3月总数据.xlsx,2167,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|山东德佑大药房旗舰店
趣维1-3月总数据.xlsx,2173,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|陕西大聚康大药房旗舰店
趣维1-3月总数据.xlsx,2177,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|鑫泽大药房旗舰店
趣维1-3月总数据.xlsx,2183,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|好大夫互联网医院
趣维1-3月总数据.xlsx,2195,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|圣一康大药房旗舰店
趣维1-3月总数据.xlsx,2200,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|健瑛大药房旗舰店
趣维1-3月总数据.xlsx,2206,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|石药大药房旗舰店
趣维1-3月总数据.xlsx,2210,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|天津金源堂大药房旗舰店
趣维1-3月总数据.xlsx,2212,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|舒心大药房旗舰店
趣维1-3月总数据.xlsx,2225,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|鸿福大药房旗舰店
趣维1-3月总数据.xlsx,2226,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|润玉众康大药房旗舰店
趣维1-3月总数据.xlsx,2229,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|益正堂大药房旗舰店
趣维1-3月总数据.xlsx,2248,store_unmatched,medium,http://p1.meituan.net/healthmcompliancesp/a92b827ee709fb4ba4563ab70de302de176058.png,美团|悦融大药房旗舰店
